id,candidate,candidate_confidence,relevant_yn,relevant_yn_confidence,sentiment,sentiment_confidence,subject_matter,subject_matter_confidence,candidate_gold,name,relevant_yn_gold,retweet_count,sentiment_gold,subject_matter_gold,text,tweet_coord,tweet_created,tweet_id,tweet_location,user_timezone
1950,Donald Trump,0.6628,,,Negative,0.6744,,,,,,0,,,,,,,Virginia,
1954,Mike Huckabee,0.4853,,,Neutral,0.6966,,,,,,6,,,,,,,"Little Rock, Arkansas",
1956,Donald Trump,1.0,,,Negative,1.0,,,,,,40,,,,,,,"Los Angeles, CA",
1961,Marco Rubio,1.0,,,Neutral,1.0,,,,,,0,,,,,,,Denver CO,
1965,Marco Rubio,1.0,,,Positive,0.6771,,,,,,5,,,,,,,Chicago ✈️ Washington D.C. ,
1968,Chris Christie,0.4307,,,Negative,0.6562,,,,,,0,,,,,,,"Indianapolis, IN",
1980,Rand Paul,0.3868,,,Neutral,0.3171,,,,,,91,,,,,,,"Topeka, Kansas",
1990,Rand Paul,0.4171,,,Positive,0.6458,,,,,,25,,,,,,,"Spartanburg, SC",
1996,Ben Carson,1.0,,,Negative,1.0,,,,,,132,,,,,,,California (o/18 :-),
1997,Donald Trump,1.0,,,Neutral,1.0,,,,,,1,,,,,,,NY,
2023,Ted Cruz,0.4444,,,Negative,0.6667,,,,,,1,,,,,,,Florida,
2025,Scott Walker,0.4204,,,Neutral,0.6484,,,,,,297,,,,,,,"Brookfield, WI USA",
2028,Marco Rubio,0.4422,,,Neutral,0.665,,,,,,19,,,,,,,Texas,
2034,Donald Trump,1.0,,,Negative,0.6126,,,,,,7,,,,,,,California,
2035,Rand Paul,1.0,,,Positive,1.0,,,,,,4,,,,,,,"Evansville, IN",
2040,Donald Trump,1.0,,,Negative,1.0,,,,,,0,,,,,,,"Nashville, Tennessee",
2045,Donald Trump,0.4562,,,Negative,0.6754,,,,,,1,,,,,,,"Fort Worth, TX",
2047,Donald Trump,0.4025,,,Negative,0.6344,,,,,,1,,,,,,,Arizona USA,
2066,Donald Trump,1.0,,,Positive,0.6591,,,,,,67,,,,,,,Alabama Roll Tide,
2068,Jeb Bush,1.0,,,Negative,1.0,,,,,,11,,,,,,,Louisiana,
2080,Chris Christie,1.0,,,Negative,1.0,,,,,,0,,,,,,,California,
2092,Marco Rubio,1.0,,,Positive,0.665,,,,,,15,,,,,,,"Ellicott City, Maryland",
2101,Ted Cruz,1.0,,,Neutral,0.6852,,,,,,0,,,,,,,WA,
2121,Donald Trump,1.0,,,Neutral,0.6512,,,,,,0,,,,,,,"New York, NY",
2122,Ben Carson,1.0,,,Positive,1.0,,,,,,1,,,,,,,"Dallas, TX ",
2124,Donald Trump,0.2295,,,Negative,0.6677,,,,,,4,,,,,,,"Anchorage, AK",
2127,Mike Huckabee,1.0,,,Neutral,1.0,,,,,,17,,,,,,,Texas,
2132,Donald Trump,0.7066,,,Negative,1.0,,,,,,0,,,,,,,"Boston, MA",
2141,Mike Huckabee,1.0,,,Positive,1.0,,,,,,1,,,,,,,"San Diego, California",
2144,Marco Rubio,0.3997,,,Negative,0.6322,,,,,,0,,,,,,,Central Florida,
2145,Ted Cruz,1.0,,,Negative,1.0,,,,,,252,,,,,,,New York,
2146,Donald Trump,1.0,,,Negative,1.0,,,,,,5,,,,,,,Iowa,
2153,Donald Trump,1.0,,,Negative,1.0,,,,,,0,,,,,,,"Denver, CO",
2160,Ted Cruz,1.0,,,Positive,1.0,,,,,,1,,,,,,,Alabama ,
2161,Donald Trump,1.0,,,Negative,1.0,,,,,,0,,,,,,,Tulsa OK area,
2170,Donald Trump,1.0,,,Negative,1.0,,,,,,0,,,,,,,"Meridian, MS",
2172,Ben Carson,1.0,,,Positive,1.0,,,,,,0,,,,,,,Upstate NY,
2176,Donald Trump,1.0,,,Negative,0.6546,,,,,,0,,,,,,,"Irvine, CA",
2179,Mike Huckabee,1.0,,,Positive,0.6591,,,,,,15,,,,,,,"Little Rock, Arkansas",
2182,Jeb Bush,0.5041,,,Negative,0.2559,,,,,,0,,,,,,,Georgia,
2185,Mike Huckabee,1.0,,,Negative,0.6897,,,,,,4,,,,,,,"UnhollyWood, California",
2186,Ted Cruz,0.4395,,,Positive,0.6629,,,,,,69,,,,,,,NW Wyoming & NW Montana,
2186,Ted Cruz,0.4395,,,Positive,0.6629,,,,,,69,,,,,,,NW Wyoming & NW Montana,
2188,Scott Walker,1.0,,,Neutral,1.0,,,,,,5,,,,,,,DC,
2193,Donald Trump,1.0,,,Positive,0.6659,,,,,,11,,,,,,,"From Saint Paul, Minnesota",
2197,Chris Christie,0.6404,,,Negative,0.6517,,,,,,0,,,,,,,Pennsylvania,
2199,Donald Trump,1.0,,,Positive,1.0,,,,,,0,,,,,,,"Atlanta, Georgia",
2206,,0.2287,,,Negative,0.3438,,,,,,0,,,,,,,"Pewee Valley, KY",
2207,Donald Trump,1.0,,,Neutral,0.6813,,,,,,4,,,,,,, Arizona ,
2216,John Kasich,1.0,,,Neutral,1.0,,,,,,6,,,,,,,Columbus Ohio,
2219,Donald Trump,1.0,,,Negative,1.0,,,,,,21,,,,,,,Texas,
2223,John Kasich,0.4642,,,Positive,0.3516,,,,,,55,,,,,,,"Staunton, IL",
2224,Ben Carson,1.0,,,Positive,1.0,,,,,,1,,,,,,,Alabama ,
2226,Ben Carson,1.0,,,Negative,1.0,,,,,,45,,,,,,,"San Diego, CA USA",
2230,Donald Trump,1.0,,,Negative,1.0,,,,,,2,,,,,,,"Nashville, TN",
2235,Donald Trump,1.0,,,Negative,1.0,,,,,,0,,,,,,,"Austin, TX",
2238,Donald Trump,0.4209,,,Negative,0.3401,,,,,,0,,,,,,,"Clarksburg, WV",
2246,Marco Rubio,1.0,,,Negative,1.0,,,,,,57,,,,,,,Florida,
2247,Ben Carson,1.0,,,Neutral,0.3626,,,,,,0,,,,,,,Georgia,
2256,Mike Huckabee,1.0,,,Negative,1.0,,,,,,1,,,,,,,"Tamap, FL",
2265,Donald Trump,0.4444,,,Neutral,0.3333,,,,,,268,,,,,,,New York,
2286,Donald Trump,1.0,,,Positive,0.6783,,,,,,2,,,,,,,"Leesburg, VA",
2291,Ted Cruz,1.0,,,Positive,0.6966,,,,,,18,,,,,,,Republic of Texas,
2310,Donald Trump,1.0,,,Negative,0.6403,,,,,,1,,,,,,,"Houston, TX",
2313,Mike Huckabee,1.0,,,Positive,1.0,,,,,,0,,,,,,,"San Bernardino, CA",
2316,Mike Huckabee,1.0,,,Negative,1.0,,,,,,1,,,,,,,"Houston, TX",
2318,Ben Carson,1.0,,,Negative,0.66,,,,,,1138,,,,,,,Living in my own private Idaho,
2322,Donald Trump,0.6983,,,Negative,0.6675,,,,,,0,,,,,,,"Riverside, CA - USA",
2330,Donald Trump,1.0,,,Negative,1.0,,,,,,0,,,,,,,Texas,
2334,Donald Trump,0.4302,,,Positive,0.3333,,,,,,0,,,,,,,"New York, NY",
2339,Scott Walker,0.405,,,Negative,0.6364,,,,,,0,,,,,,,Georgia,
2340,Donald Trump,1.0,,,Negative,1.0,,,,,,7,,,,,,,"Ellicott City, Maryland",
2351,Donald Trump,1.0,,,Negative,0.6566,,,,,,0,,,,,,,"Macon, GA",
2353,John Kasich,1.0,,,Neutral,0.6659,,,,,,0,,,,,,,"St. Louis, MO",
2369,Donald Trump,1.0,,,Negative,1.0,,,,,,9,,,,,,,"Alexandria, Virginia",
2371,Donald Trump,1.0,,,Negative,1.0,,,,,,0,,,,,,,"New York, NY",
2377,Ted Cruz,1.0,,,Positive,0.3696,,,,,,0,,,,,,,Hailing from DownEast Maine,
2381,Ted Cruz,1.0,,,Negative,1.0,,,,,,6,,,,,,,"Alexandria, Virginia",
2386,Ted Cruz,1.0,,,Neutral,1.0,,,,,,416,,,,,,,Utah,
2387,Donald Trump,0.46299999999999997,,,Negative,0.6804,,,,,,1,,,,,,,Seattle WA USA,
2400,Donald Trump,1.0,,,Negative,1.0,,,,,,0,,,,,,,"New York, NY",
2403,Donald Trump,1.0,,,Negative,1.0,,,,,,3,,,,,,,"Alexandria, Virginia",
2407,Donald Trump,1.0,,,Negative,0.6491,,,,,,0,,,,,,,"Atlanta, Georgia",
2411,John Kasich,0.4548,,,Positive,0.6744,,,,,,0,,,,,,,Georgia,
2412,Donald Trump,0.68,,,Negative,1.0,,,,,,8,,,,,,,"Pensacola, FL",
2414,Donald Trump,1.0,,,Neutral,0.6588,,,,,,0,,,,,,,"Great Neck, NY",
2419,Marco Rubio,1.0,,,Positive,0.6697,,,,,,0,,,,,,,"Tracy, CA",
2420,Donald Trump,1.0,,,Positive,1.0,,,,,,0,,,,,,,Texas,
2421,Donald Trump,1.0,,,Negative,1.0,,,,,,9,,,,,,,"Ellicott City, Maryland",
2422,Donald Trump,0.4062,,,Neutral,0.3187,,,,,,0,,,,,,,"Wake Forest, NC",
2423,Rand Paul,1.0,,,Negative,1.0,,,,,,2,,,,,,, Clarkrange Tennessee,
2424,Donald Trump,1.0,,,Negative,0.6667,,,,,,0,,,,,,,"Sacramento, California",
2427,Donald Trump,1.0,,,Negative,1.0,,,,,,0,,,,,,,"San Diego, CA",
2431,John Kasich,1.0,,,Negative,1.0,,,,,,0,,,,,,,DC Area,
2449,Mike Huckabee,0.4123,,,Negative,0.6421,,,,,,8,,,,,,,California (o/18 :-),
2456,Ted Cruz,1.0,,,Negative,1.0,,,,,,1,,,,,,,"Minneapolis, MN",
2458,Ben Carson,0.643,,,Negative,0.6917,,,,,,0,,,,,,,"Chicago, IL",
2463,Donald Trump,1.0,,,Positive,1.0,,,,,,1,,,,,,,"Southeast, FL (Real Estate)",
2465,Donald Trump,1.0,,,Negative,1.0,,,,,,1,,,,,,,Indiana,
2476,Donald Trump,1.0,,,Negative,0.6848,,,,,,0,,,,,,,"Phoenix, AZ",
2477,Donald Trump,0.6977,,,Negative,1.0,,,,,,0,,,,,,,"Dallas/Fort Worth, Texas",
2480,John Kasich,1.0,,,Negative,1.0,,,,,,0,,,,,,,Georgia,
2484,Chris Christie,0.4396,,,Positive,0.6629999999999999,,,,,,0,,,,,,,Georgia,
2485,Rand Paul,0.435,,,Neutral,0.6596,,,,,,0,,,,,,,"Minneapolis, MN",
2492,Ted Cruz,1.0,,,Negative,0.6706,,,,,,127,,,,,,,NC,
2497,Marco Rubio,0.4302,,,Positive,0.6559,,,,,,1,,,,,,,Michigan,
2508,Donald Trump,1.0,,,Negative,1.0,,,,,,1,,,,,,,Virginia,
2509,John Kasich,0.4074,,,Positive,0.3617,,,,,,101,,,,,,,West Islip New York,
2517,Mike Huckabee,1.0,,,Negative,1.0,,,,,,1,,,,,,,AZ USA,
2523,Donald Trump,0.4444,,,Negative,0.3448,,,,,,2,,,,,,,"Northville, Michigan",
2528,Ben Carson,1.0,,,Positive,1.0,,,,,,1,,,,,,,"Houston, Texas",
2530,Mike Huckabee,1.0,,,Positive,0.6965,,,,,,1,,,,,,,"Mount Airy, North Carolina",
2536,Donald Trump,1.0,,,Positive,0.6747,,,,,,0,,,,,,,"Sacramento, CA",
2540,Donald Trump,0.4274,,,Negative,0.6538,,,,,,0,,,,,,,"New York, NY",
2557,Ted Cruz,0.4138,,,Positive,0.6432,,,,,,1,,,,,,,Minnesota,
2560,Ted Cruz,1.0,,,Negative,1.0,,,,,,364,,,,,,,"Valparaiso, IN",
2561,Jeb Bush,0.6613,,,Negative,1.0,,,,,,2,,,,,,,"San Diego, CA USA",
2562,Donald Trump,1.0,,,Negative,1.0,,,,,,0,,,,,,,Washington State,
2570,Jeb Bush,1.0,,,Neutral,0.6742,,,,,,17,,,,,,,"Cleveland, OH",
2572,Donald Trump,0.4545,,,Negative,0.3483,,,,,,0,,,,,,,"New Hope, PA",
2577,Rand Paul,1.0,,,Negative,0.6484,,,,,,0,,,,,,,Georgia,
2579,Jeb Bush,0.6989,,,Neutral,0.6452,,,,,,0,,,,,,,"Washington, DC",
2582,Scott Walker,1.0,,,Negative,1.0,,,,,,1,,,,,,,"Nashville, Tennessee",
2587,Donald Trump,1.0,,,Negative,0.6694,,,,,,0,,,,,,,Alabama,
2591,Donald Trump,1.0,,,Negative,1.0,,,,,,2,,,,,,,"Nashville , TN",
2599,Ted Cruz,1.0,,,Neutral,0.6813,,,,,,29,,,,,,,NW Wyoming & NW Montana,
2599,Ted Cruz,1.0,,,Neutral,0.6813,,,,,,29,,,,,,,NW Wyoming & NW Montana,
2603,Scott Walker,1.0,,,Negative,1.0,,,,,,27,,,,,,,"Cleveland, OH",
2608,Jeb Bush,1.0,,,Negative,1.0,,,,,,0,,,,,,,"Pewee Valley, KY",
2610,Scott Walker,0.4049,,,Negative,0.6363,,,,,,31,,,,,,,"Cleveland, OH",
2614,Chris Christie,1.0,,,Neutral,0.6563,,,,,,28,,,,,,,"Cleveland, OH",
2621,Scott Walker,1.0,,,Positive,0.6786,,,,,,0,,,,,,,SunLakes Banning CA,
2622,Donald Trump,0.4584,,,Negative,0.3542,,,,,,1,,,,,,,Arizona USA,
2623,John Kasich,1.0,,,Negative,1.0,,,,,,11,,,,,,,"Cleveland, OH",
2649,Donald Trump,1.0,,,Negative,0.6491,,,,,,2,,,,,,,"St Louis, MO",
2659,Donald Trump,0.6561,,,Negative,0.6561,,,,,,6,,,,,,,"Cleveland, OH",
2669,Mike Huckabee,0.4123,,,Negative,0.6421,,,,,,0,,,,,,,New York,
2679,Donald Trump,1.0,,,Neutral,0.6456,,,,,,0,,,,,,,North Carolina,
2692,Ted Cruz,0.4444,,,Negative,0.6667,,,,,,0,,,,,,,Georgia,
2697,Ben Carson,0.5102,,,Neutral,0.3626,,,,,,0,,,,,,,"New York, NY",
2700,John Kasich,1.0,,,Positive,0.6807,,,,,,0,,,,,,,"Des Moines, IA",
2701,Donald Trump,1.0,,,Negative,1.0,,,,,,25,,,,,,,Reno NV Icant help it,
2702,Marco Rubio,0.6897,,,Negative,1.0,,,,,,285,,,,,,,"St. Paul, MN ",
2703,Marco Rubio,1.0,,,Neutral,0.6556,,,,,,1,,,,,,,"San Francisco, CA ",
2708,Chris Christie,0.6643,,,Negative,1.0,,,,,,26,,,,,,,"Cleveland, OH",
2709,John Kasich,1.0,,,Positive,0.6667,,,,,,0,,,,,,,"Fayetteville, NC",
2711,Chris Christie,1.0,,,Negative,1.0,,,,,,11,,,,,,,"Cleveland, OH",
2717,Jeb Bush,1.0,,,Negative,1.0,,,,,,0,,,,,,,"New York, NY",
2729,Jeb Bush,1.0,,,Negative,1.0,,,,,,14,,,,,,,"Cleveland, OH",
2734,Donald Trump,1.0,,,Positive,1.0,,,,,,0,,,,,,,AZ and West Coast (SF & LA),
2740,Donald Trump,1.0,,,Negative,1.0,,,,,,0,,,,,,,"St. Louis, MO",
2744,Donald Trump,1.0,,,Negative,0.7134,,,,,,0,,,,,,,Georgia,
2746,Donald Trump,1.0,,,Negative,1.0,,,,,,0,,,,,,,"Dallas/Fort Worth, Texas",
2747,Donald Trump,1.0,,,Negative,0.6706,,,,,,3,,,,,,,"Los Angeles, CA",
2753,Donald Trump,0.4025,,,Negative,0.6344,,,,,,2,,,,,,,"Washington, DC ",
2759,John Kasich,1.0,,,Negative,0.6941,,,,,,0,,,,,,,"Topsham, ME",
2762,Donald Trump,1.0,,,Negative,0.6793,,,,,,0,,,,,,,"Tampa, FL- Miami, FL - Mars",
2768,Jeb Bush,1.0,,,Neutral,0.6645,,,,,,131,,,,,,,"Valparaiso, IN",
2775,Donald Trump,0.2576,,,Neutral,0.7017,,,,,,2,,,,,,,"Tampa, FL",
2776,Donald Trump,1.0,,,Negative,1.0,,,,,,1,,,,,,,"Tamap, FL",
2780,Jeb Bush,1.0,,,Negative,0.3448,,,,,,11,,,,,,,South Florida,
2793,Ted Cruz,1.0,,,Negative,0.6779,,,,,,0,,,,,,,"Sacramento, CA",
2801,Chris Christie,0.4408,,,Negative,0.3374,,,,,,21,,,,,,,"Cleveland, OH",
2817,Ben Carson,1.0,,,Negative,0.6825,,,,,,10,,,,,,,"Cleveland, OH",
2819,Donald Trump,0.4656,,,Positive,0.3647,,,,,,9,,,,,,,"Louisville, Kentucky",
2821,Donald Trump,1.0,,,Negative,0.6349,,,,,,1,,,,,,,"Huntington Beach, CA",
2828,Jeb Bush,0.4444,,,Negative,0.6667,,,,,,17,,,,,,,"Cleveland, OH",
2843,Donald Trump,1.0,,,Neutral,0.6703,,,,,,0,,,,,,,"Fort Walton Beach, FL",
2846,Donald Trump,0.4499,,,Positive,0.3537,,,,,,0,,,,,,,"PDX, Oregon ☂  ",
2847,Donald Trump,1.0,,,Negative,1.0,,,,,,0,,,,,,,"Atlanta, GA   USA",
2880,Rand Paul,0.2245,,,Negative,0.6596,,,,,,1,,,,,,,"Chicago, IL",
2900,Scott Walker,1.0,,,Positive,0.6452,,,,,,0,,,,,,,SunLakes Banning CA,
2906,Donald Trump,0.4679,,,Negative,0.684,,,,,,0,,,,,,,Alabama ,
2921,Donald Trump,1.0,,,Positive,0.3536,,,,,,0,,,,,,,Texas,
2926,Mike Huckabee,0.7053,,,Negative,0.6316,,,,,,1,,,,,,,AZ USA,
2929,,0.228,,,Negative,0.3516,,,,,,0,,,,,,,"Littleton, CO",
2937,Donald Trump,1.0,,,Negative,1.0,,,,,,3,,,,,,,"Washington, DC ",
2956,Donald Trump,1.0,,,Neutral,0.6552,,,,,,0,,,,,,,"Hamilton County, IN",
2962,Donald Trump,1.0,,,Negative,0.6453,,,,,,131,,,,,,,New York City,
2984,Scott Walker,0.6452,,,Negative,1.0,,,,,,0,,,,,,,"San Francisco, CA",
2992,Donald Trump,0.4347,,,Negative,0.6593,,,,,,0,,,,,,,"Little Rock, AR",
2993,Donald Trump,1.0,,,Neutral,0.6769,,,,,,5,,,,,,,"Jacksonville, NC",
2999,Marco Rubio,1.0,,,Negative,1.0,,,,,,6,,,,,,,Texas,
3001,Ben Carson,1.0,,,Negative,1.0,,,,,,49,,,,,,,Central Illinois via Seattle,
3007,Ted Cruz,0.4233,,,Negative,0.3373,,,,,,1,,,,,,,"Rock Hill, SC",
3010,Donald Trump,1.0,,,Negative,1.0,,,,,,0,,,,,,,"South Bend, Indiana",
3021,Ben Carson,0.6409999999999999,,,Negative,0.6409999999999999,,,,,,2,,,,,,,California (o/18 :-),
3022,Donald Trump,1.0,,,Neutral,0.6591,,,,,,22,,,,,,,Tennessee,
3041,Donald Trump,1.0,,,Negative,1.0,,,,,,0,,,,,,,"New York, NY",
3047,Donald Trump,0.414,,,Negative,0.6434,,,,,,0,,,,,,,Seattle WA USA,
3050,Donald Trump,1.0,,,Negative,0.3579,,,,,,0,,,,,,,"Ann Arbor, MI",
3051,Donald Trump,0.4123,,,Negative,0.6421,,,,,,0,,,,,,,"Waterloo, IL",
3059,Donald Trump,0.6337,,,Negative,1.0,,,,,,0,,,,,,,"Los Angeles, CA",
3060,Donald Trump,0.4265,,,Neutral,0.3469,,,,,,1,,,,,,,"Jackson,  MN",
3061,Scott Walker,1.0,,,Negative,1.0,,,,,,1,,,,,,,"Chicago, IL",
3075,Scott Walker,1.0,,,Positive,1.0,,,,,,11,,,,,,,"Milwaukee, WI",
3081,Jeb Bush,1.0,,,Negative,0.6782,,,,,,20,,,,,,,Central Illinois via Seattle,
3091,Jeb Bush,1.0,,,Negative,1.0,,,,,,24,,,,,,,"Vancouver, WA",
3093,John Kasich,1.0,,,Positive,0.6983,,,,,,131,,,,,,,"Des Moines, Iowa",
3097,Donald Trump,1.0,,,Neutral,0.6522,,,,,,0,,,,,,,Syracuse NY,
3114,Donald Trump,1.0,,,Negative,1.0,,,,,,0,,,,,,,"Atlanta, GA   USA",
3119,Donald Trump,1.0,,,Negative,1.0,,,,,,0,,,,,,,Alabama ,
3160,Donald Trump,1.0,,,Neutral,0.6889,,,,,,417,,,,,,,"Chicago, IL",
3162,Donald Trump,1.0,,,Negative,1.0,,,,,,2,,,,,,,Colorado,
3165,Donald Trump,1.0,,,Negative,0.6129,,,,,,0,,,,,,,New York City,
3175,Donald Trump,1.0,,,Negative,0.6703,,,,,,0,,,,,,,"McAllen, Texas",
3177,Ben Carson,1.0,,,Positive,1.0,,,,,,141,,,,,,,"Carrollton, GA",
3180,Donald Trump,1.0,,,Neutral,0.7065,,,,,,0,,,,,,,"New York, NY",
3182,Ted Cruz,1.0,,,Positive,1.0,,,,,,0,,,,,,,"Sugar Land, Texas",
3183,Donald Trump,0.4444,,,Positive,0.6667,,,,,,3,,,,,,,"Pewee Valley, KY",
3189,Donald Trump,1.0,,,Negative,1.0,,,,,,0,,,,,,,"Los Angeles, CA",
3198,Donald Trump,0.4025,,,Neutral,0.6344,,,,,,0,,,,,,,"Pasadena, CA",
3200,Donald Trump,1.0,,,Positive,0.6935,,,,,,0,,,,,,,"Kansas City, MO",
3200,Donald Trump,1.0,,,Positive,0.6935,,,,,,0,,,,,,,"Kansas City, MO",
3217,Ben Carson,1.0,,,Neutral,0.6413,,,,,,30,,,,,,,Southern California,
3221,Donald Trump,1.0,,,Negative,0.6449,,,,,,44,,,,,,,NY,
3234,,0.2267,,,Negative,0.3474,,,,,,0,,,,,,,"Dale City, VA",
3241,Donald Trump,1.0,,,Negative,0.6531,,,,,,0,,,,,,,"Provo, Utah",
3244,Donald Trump,0.6404,,,Negative,1.0,,,,,,80,,,,,,,NY,
3247,Ben Carson,1.0,,,Positive,0.6333,,,,,,41,,,,,,,"Paoli, IN",
3251,Donald Trump,1.0,,,Negative,1.0,,,,,,33,,,,,,,Meigs Ohio,
3269,Donald Trump,1.0,,,Positive,1.0,,,,,,1,,,,,,,Texas,
3286,Jeb Bush,0.7053,,,Negative,0.7053,,,,,,0,,,,,,,"Irving, TX",
3287,Donald Trump,1.0,,,Negative,1.0,,,,,,1,,,,,,,New York ,
3296,Donald Trump,1.0,,,Negative,1.0,,,,,,0,,,,,,,"Cambridge, Massachusetts",
3321,Donald Trump,1.0,,,Neutral,0.6629,,,,,,0,,,,,,,"Cincinnati, Ohio",
3330,Donald Trump,1.0,,,Negative,1.0,,,,,,0,,,,,,,"Dale City, VA",
3331,Ted Cruz,0.6893,,,Positive,1.0,,,,,,0,,,,,,,near Los Angeles California,
3332,Scott Walker,0.4325,,,Neutral,0.3309,,,,,,18,,,,,,,"St Louis, MO",
3339,Donald Trump,1.0,,,Positive,0.6932,,,,,,0,,,,,,,"Brooklyn, NY",
3341,Donald Trump,1.0,,,Negative,0.6595,,,,,,94,,,,,,,"Bellingham, WA",
3351,Ted Cruz,1.0,,,Negative,1.0,,,,,,0,,,,,,,"Phoenix, AZ",
3364,Ben Carson,1.0,,,Negative,0.6559,,,,,,1398,,,,,,,"San Diego, CA",
3365,Donald Trump,0.4085,,,Negative,0.6392,,,,,,0,,,,,,,"Seattle, WA",
3372,Rand Paul,1.0,,,Neutral,0.6801,,,,,,0,,,,,,,Minnesota,
3378,Donald Trump,0.4682,,,Negative,0.6843,,,,,,0,,,,,,,Alabama ,
3388,Chris Christie,1.0,,,Negative,0.6824,,,,,,1,,,,,,,"St George, UT",
3395,Donald Trump,0.65,,,Neutral,0.6847,,,,,,2,,,,,,,Treasure Coast of Florida,
3398,Donald Trump,1.0,,,Negative,1.0,,,,,,3,,,,,,,"Sugar Land, Texas",
3400,John Kasich,1.0,,,Positive,1.0,,,,,,0,,,,,,,"Denver, CO",
3407,Donald Trump,0.6907,,,Negative,0.6907,,,,,,0,,,,,,,"Frisco, Texas",
3414,Rand Paul,1.0,,,Negative,0.6413,,,,,,62,,,,,,,Georgia USA,
3417,Ben Carson,1.0,,,Negative,1.0,,,,,,9,,,,,,,"Washington, DC",
3432,Rand Paul,0.4259,,,Neutral,0.3474,,,,,,1,,,,,,,"DFW, Texas",
3444,Donald Trump,0.4218,,,Negative,0.6495,,,,,,0,,,,,,,Seattle WA USA,
3464,Donald Trump,0.48100000000000004,,,Negative,0.6936,,,,,,0,,,,,,,"Olathe, KS",
3476,Donald Trump,0.4287,,,Positive,0.3333,,,,,,0,,,,,,,California,
3480,Donald Trump,1.0,,,Positive,0.6564,,,,,,0,,,,,,,"Cincinnati, Ohio",
3481,Donald Trump,1.0,,,Neutral,0.6404,,,,,,0,,,,,,,"Hillsdale, Michigan",
3484,Donald Trump,1.0,,,Negative,0.6362,,,,,,0,,,,,,,Charleston WV,
3513,Mike Huckabee,1.0,,,Negative,0.6813,,,,,,0,,,,,,,Minnesota,
3515,Donald Trump,1.0,,,Positive,1.0,,,,,,0,,,,,,,"Rowan County, NC",
3528,Ben Carson,0.3974,,,Positive,0.6304,,,,,,1,,,,,,,Tennessee,
3539,Donald Trump,0.6932,,,Negative,1.0,,,,,,2,,,,,,,California ,
3549,Rand Paul,0.6596,,,Negative,0.7021,,,,,,9,,,,,,,"Knoxville, TN",
3572,Donald Trump,1.0,,,Negative,1.0,,,,,,3,,,,,,,Ohio,
3573,Donald Trump,1.0,,,Neutral,0.3723,,,,,,0,,,,,,,"Salt Lake City, UT",
3587,Donald Trump,1.0,,,Negative,1.0,,,,,,0,,,,,,,Seattle WA USA,
3588,Donald Trump,0.4548,,,Negative,0.3488,,,,,,0,,,,,,,DC,
3596,Chris Christie,1.0,,,Negative,1.0,,,,,,0,,,,,,,"City of Falls Church, VA",
3605,Donald Trump,1.0,,,Neutral,0.6813,,,,,,0,,,,,,,"Fayetteville, AR",
3607,Donald Trump,0.4502,,,Negative,0.6709,,,,,,22,,,,,,,"Houston, Texas",
3614,Rand Paul,0.6778,,,Neutral,1.0,,,,,,1,,,,,,,"Charlotte, NC",
3622,Scott Walker,1.0,,,Positive,1.0,,,,,,49,,,,,,,Washington DC,
3622,Scott Walker,1.0,,,Positive,1.0,,,,,,49,,,,,,,Washington DC,
3635,Scott Walker,0.6774,,,Negative,1.0,,,,,,1,,,,,,,"Tamap, FL",
3639,Marco Rubio,0.3839,,,Neutral,0.6196,,,,,,0,,,,,,,"Atlanta, Georgia",
3649,Scott Walker,1.0,,,Negative,1.0,,,,,,4,,,,,,,"Kansas City, MO",
3649,Scott Walker,1.0,,,Negative,1.0,,,,,,4,,,,,,,"Kansas City, MO",
3650,Jeb Bush,0.4179,,,Neutral,0.6465,,,,,,0,,,,,,,New York City,
3656,Donald Trump,1.0,,,Negative,0.6489,,,,,,52,,,,,,,California,
3669,Donald Trump,0.4545,,,Negative,0.3483,,,,,,5,,,,,,,"New York, NY",
3675,Mike Huckabee,0.4688,,,Negative,0.6847,,,,,,0,,,,,,,Minnesota,
3679,Donald Trump,1.0,,,Neutral,0.6594,,,,,,0,,,,,,,"Nashville, TN",
3700,Ben Carson,1.0,,,Neutral,0.6978,,,,,,0,,,,,,,"Boston, MA",
3702,,0.2222,,,Neutral,0.3333,,,,,,0,,,,,,,"Riverside, CA",
3705,Donald Trump,0.6636,,,Neutral,0.6636,,,,,,0,,,,,,,"San Diego, CA",
3712,Chris Christie,0.6559,,,Neutral,1.0,,,,,,0,,,,,,,"Milwaukee, WI",
3721,Ben Carson,1.0,,,Positive,0.6261,,,,,,0,,,,,,,"Winston-Salem, NC",
3726,Jeb Bush,1.0,,,Negative,1.0,,,,,,384,,,,,,,"Knoxville, TN",
3727,Marco Rubio,0.4605,,,Negative,0.6786,,,,,,0,,,,,,,"Atlanta, Georgia",
3728,Donald Trump,1.0,,,Negative,0.6591,,,,,,0,,,,,,,"Asheville, NC",
3747,Ted Cruz,1.0,,,Positive,1.0,,,,,,139,,,,,,,"Baltimore, MD",
3749,John Kasich,1.0,,,Positive,1.0,,,,,,0,,,,,,,"Washington, DC",
3755,Jeb Bush,1.0,,,Neutral,0.6744,,,,,,0,,,,,,,Colorado,
3756,Donald Trump,1.0,,,Negative,1.0,,,,,,0,,,,,,,"Berea, KY",
3763,Donald Trump,1.0,,,Negative,1.0,,,,,,0,,,,,,,"New York, NY",
